"id","batch_id","user_id","name","actionable_type","actionable_id","target_type","target_id","model_type","model_id","fields","status","exception","created_at","updated_at","original","changes"
"19","91f49b08-de3f-45bc-90e4-eb19d3678cb9","1","Update","App\Video","39","App\Video","39","App\Video","39",,"finished",,"2020-11-08 01:06:30","2020-11-08 01:06:30","{""title"":""Creating the My Tickets index using local scopes"",""details"":""Let's create our index view for our tickets, and then take it from there to resolve the ticket"",""filename"":null}","{""title"":""Creating the Assign to Myself Action"",""details"":""If you are an Operator, you might want to have an Action that allows you to assign the Ticket to yourself. Lets see how to do that"",""filename"":""test.mp4""}"
"20","91f49b9f-3315-4663-aded-4f8195bcb550","1","Update","App\Video","40","App\Video","40","App\Video","40",,"finished",,"2020-11-08 01:08:09","2020-11-08 01:08:09","{""title"":""Having an admin permission to manage any ticket"",""details"":""So what if you are on vacations and someone needs to resolve your tickets that you had pending? Let's create an admin role so anyone that has this role can manage tickets"",""is_active"":false,""duration"":null,""vimeo_id"":null,""filename"":null}","{""title"":""Creating the Assign to Operator Action"",""details"":""Lets find a way to create an Action, only usable by Supervisors, and that allows us to assign a ticket to a selectable Operator"",""is_active"":true,""duration"":366,""vimeo_id"":""476734445"",""filename"":""Mastering Nova - Creating the Assign to Operator Action.mp4""}"
"21","91fe853d-bea4-4a05-92f6-a5eb5087bd63","1","Update","App\Video","39","App\Video","39","App\Video","39",,"finished",,"2020-11-12 23:23:51","2020-11-12 23:23:51","{""is_active"":false,""duration"":null,""vimeo_id"":null,""filename"":""test.mp4""}","{""is_active"":true,""duration"":378,""vimeo_id"":""478700342"",""filename"":""Mastering Nova - Creating the Assign to Myself Action.mp4""}"
"22","9202bf78-0a8a-44b0-8d54-7d94011e4465","1","Update","App\Video","41","App\Video","41","App\Video","41",,"finished",,"2020-11-15 01:49:59","2020-11-15 01:49:59","{""title"":""Creating the Ticket Resolved action"",""details"":""We can now create an action that will trigger an email to the client, with the response message"",""duration"":null,""vimeo_id"":null,""filename"":null}","{""title"":""Optimizing the Assign to Myself Action"",""details"":""Lets optimize the Assign to Myself action so it only appears on the Resource index lines that don't have an Operation assigned to"",""duration"":435,""vimeo_id"":""12345"",""filename"":""Mastering Nova.mp4""}"
"23","9202bff2-4bde-469d-a5f4-8e1c762089d2","1","Update","App\Video","41","App\Video","41","App\Video","41",,"finished",,"2020-11-15 01:51:19","2020-11-15 01:51:19","[]","[]"
"24","9202c2f2-3a1a-431a-9be2-f96f3ab655c8","1","Update","App\Video","41","App\Video","41","App\Video","41",,"finished",,"2020-11-15 01:59:42","2020-11-15 01:59:42","{""is_active"":false,""vimeo_id"":12345,""filename"":""Mastering Nova.mp4""}","{""is_active"":true,""vimeo_id"":""479413167"",""filename"":""Mastering Nova - Optimizing the Assignment to Myself Action.mp4""}"
"25","920aa107-392e-44d6-bd13-3def6467b790","1","Update","App\Video","47","App\Video","47","App\Video","47",,"finished",,"2020-11-18 23:51:29","2020-11-18 23:51:29","{""is_active"":false,""duration"":null,""vimeo_id"":null,""filename"":null}","{""is_active"":true,""duration"":547,""vimeo_id"":""481001414"",""filename"":""Mastering Nova - Ajax Child Select Field.mp4""}"
"26","92149ec5-214f-4ed8-9ef0-28012bfa812a","1","Update","App\Video","49","App\Video","49","App\Video","49",,"finished",,"2020-11-23 23:03:27","2020-11-23 23:03:27","{""title"":""Responsive Theme"",""is_active"":false,""duration"":null,""vimeo_id"":null,""filename"":null}","{""title"":""Nova Responsive"",""is_active"":true,""duration"":215,""vimeo_id"":""482831792"",""filename"":""Mastering Nova - Responsive Package.mp4""}"
"27","9222c4c2-549a-4e9a-a92a-a7688d3710d4","1","Update","App\Video","44","App\Video","44","App\Video","44",,"finished",,"2020-11-30 23:51:16","2020-11-30 23:51:16","{""details"":""A pratical scenario on how to test your Resources so you can get an initial view on it"",""is_active"":false,""duration"":null,""vimeo_id"":null,""filename"":null}","{""details"":""A pratical scenario on how to test your Resources so you can get an initial view on it using a package made by Brian Dillingham"",""is_active"":true,""duration"":733,""vimeo_id"":""485727247"",""filename"":""Mastering Nova - Resource Testing 1-o-1.mp4""}"
"28","926352f1-2bea-43e1-82bd-e1ad79118371","1","Update","App\Video","42","App\Video","42","App\Video","42",,"finished",,"2021-01-02 02:01:49","2021-01-02 02:01:49","{""details"":""So, let's create a final action that will allow you to put back the ticket into the tickets queue"",""is_active"":false,""duration"":null,""vimeo_id"":null,""filename"":null}","{""details"":""So, let's create a final action that will allow you to put back the ticket into the tickets queue, but this time you will learn a very specific behavior that Nova has"",""is_active"":true,""duration"":543,""vimeo_id"":""496310080"",""filename"":""Mastering Nova - Creating another Action to unassign tickets.mp4""}"
"29","92651d6a-9773-4aed-89df-863c4e540f14","1","Update","App\Video","50","App\Video","50","App\Video","50",,"finished",,"2021-01-02 23:23:48","2021-01-02 23:23:48","{""is_active"":false,""duration"":null,""vimeo_id"":null,""filename"":null}","{""is_active"":true,""duration"":392,""vimeo_id"":""496489215"",""filename"":""Mastering Nova - Integrating OAuth authentication with Laravel Socialite.mp4""}"
"30","92684796-66fe-4eeb-b125-a4b040f4598b","1","Update","App\Video","48","App\Video","48","App\Video","48",,"finished",,"2021-01-04 13:09:12","2021-01-04 13:09:12","{""title"":""Nova Assertions"",""details"":""This is an essential package for your testing. Brian made new assertions that will help you a lot on resource testing"",""is_active"":false,""is_free"":false,""duration"":null,""vimeo_id"":null,""filename"":null}","{""title"":""Chart JS"",""details"":""When you need to show visual data on your dashboards, nothing is as good as this Nova Package"",""is_active"":true,""is_free"":true,""duration"":289,""vimeo_id"":""496860973"",""filename"":""Mastering Nova - Chart JS.mp4""}"
"31","926c4579-6673-467e-90fe-a8721d651005","1","Update","App\Video","43","App\Video","43","App\Video","43",,"finished",,"2021-01-06 12:46:37","2021-01-06 12:46:37","{""title"":""Creating Ticket Performance Cards"",""details"":""Finally, let's put some visual KPI's to create a My performance Card, and All Tickets per day Card"",""is_active"":false,""duration"":null,""vimeo_id"":null,""filename"":null}","{""title"":""Creating a Total Tickets UI Component Card"",""details"":""Finally, let's put some visual KPI's to create a Total Tickets Card, from scratch, inside a new customized Dashboard"",""is_active"":true,""duration"":431,""vimeo_id"":""497615248"",""filename"":""Mastering Nova - Creating a Total Tickets UI Component Card.mp4""}"
"32","926cff6e-9895-4c6b-bf69-342bac116ff9","1","Update","App\Video","51","App\Video","51","App\Video","51",,"finished",,"2021-01-06 21:26:35","2021-01-06 21:26:35","{""is_free"":false,""filename"":null}","{""is_free"":true,""filename"":""aaa""}"
"33","926d0356-3532-4ed7-842c-7559407218e4","1","Update","App\Video","51","App\Video","51","App\Video","51",,"finished",,"2021-01-06 21:37:30","2021-01-06 21:37:30","{""is_active"":false,""duration"":null,""vimeo_id"":null}","{""is_active"":true,""duration"":595,""vimeo_id"":""497772054""}"
"34","926d04b8-7507-44a4-8b10-e02086c9c605","1","Update","App\Video","51","App\Video","51","App\Video","51",,"finished",,"2021-01-06 21:41:22","2021-01-06 21:41:22","{""filename"":""aaa""}","{""filename"":""Mastering Nova - Spatie Multitenancy""}"
"35","92bf37c5-1e7a-4834-a6c4-dc3b64d7d3ba","1","Update","App\Video","51","App\Video","51","App\Video","51",,"finished",,"2021-02-16 18:22:00","2021-02-16 18:22:00","{""filename"":""Mastering Nova - Spatie Multitenancy""}","{""filename"":""Mastering Nova - Spatie Multitenancy.mp4""}"
